Frequency,s11-magnitude (db),s11-phase (°),s11-resistance (ω),s11-reactance (ω),s11-impedance (ω),s11-conductance (s),s11-vswr,s11-magnitude,s11-s-real,s11-s-imaginary,s12-magnitude (db),s12-phase (°),s12-resistance (ω),s12-reactance (ω),s12-impedance (ω),s12-conductance (s),s12-magnitude,s12-s-real,s12-s-imaginary,s21-magnitude (db),s21-phase (°),s21-resistance (ω),s21-reactance (ω),s21-impedance (ω),s21-conductance (s),s21-magnitude,s21-s-real,s21-s-imaginary,s22-magnitude (db),s22-phase (°),s22-resistance (ω),s22-reactance (ω),s22-impedance (ω),s22-conductance (s),s22-vswr,s22-magnitude,s22-s-real,s22-s-imaginary,Reference-Impedance,Original-Title
5422299,0,0,50,0,50,"0,02",1,0,0,0,"-1,08141414891776","163,782826782716","-84,7804127367699","24,6585452404467","88,2936137961983","0,033912165094708","0,882936137961983","-0,847804127367699","0,246585452404467",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5469676,0,0,50,0,50,"0,02",1,0,0,0,"-1,09976099759446","161,933766841802","-83,7635032380464","27,323504355508","88,1073116431075","0,033505401295219","0,881073116431075","-0,837635032380464","0,27323504355508",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5517467,0,0,50,0,50,"0,02",1,0,0,0,"-1,14400917317831","160,135017945972","-82,4435125345381","29,7871569866844","87,6596114546598","0,032977405013815","0,876596114546598","-0,824435125345381","0,297871569866844",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5565676,0,0,50,0,50,"0,02",1,0,0,0,"-1,22037360835488","158,302177321305","-80,7356919527587","32,1250800787565","86,8923053276714","0,032294276781104","0,868923053276713","-0,807356919527587","0,321250800787565",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5614306,0,0,50,0,50,"0,02",1,0,0,0,"-1,23760294877505","156,246850405136","-79,3739980477376","34,9306031642449","86,7201164868925","0,031749599219095","0,867201164868925","-0,793739980477376","0,349306031642449",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5663360,0,0,50,0,50,"0,02",1,0,0,0,"-1,29670280902633","154,256358914245","-77,5831518151008","37,4110568991896","86,1320650157616","0,03103326072604","0,861320650157616","-0,775831518151008","0,374110568991896",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5712844,0,0,50,0,50,"0,02",1,0,0,0,"-1,38383202264412","152,623509635986","-75,7222289481391","39,2112651320779","85,2723828102188","0,030288891579256","0,852723828102188","-0,757222289481391","0,392112651320779",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5762760,0,0,50,0,50,"0,02",1,0,0,0,"-1,44006792949819","150,719407089472","-73,8975611434574","41,4364706262396","84,7220788278371","0,029559024457383","0,847220788278371","-0,738975611434574","0,414364706262396",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5813112,0,0,50,0,50,"0,02",1,0,0,0,"-1,45650991101219","148,934015034304","-72,4334519160434","43,6360225802102","84,5618556034244","0,028973380766417","0,845618556034244","-0,724334519160434","0,436360225802102",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5863903,0,0,50,0,50,"0,02",1,0,0,0,"-1,49605039282902","146,954246312295","-70,5607952190366","45,9028673002562","84,1777823913635","0,028224318087615","0,841777823913635","-0,705607952190366","0,459028673002562",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5915139,0,0,50,0,50,"0,02",1,0,0,0,"-1,58904793404289","145,181092639327","-68,3707022146303","47,5523442373028","83,2813206174386","0,027348280885852","0,832813206174386","-0,683707022146303","0,475523442373028",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
5966822,0,0,50,0,50,"0,02",1,0,0,0,"-1,64253815807177","143,289736867784","-66,3541294075184","49,4773355144811","82,7700260906219","0,026541651763007","0,827700260906219","-0,663541294075184","0,494773355144811",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6018957,0,0,50,0,50,"0,02",1,0,0,0,"-1,68451330636272","141,76906164212","-64,7043023489397","50,9738637073436","82,3709992880859","0,025881720939576","0,823709992880859","-0,647043023489397","0,509738637073436",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6071548,0,0,50,0,50,"0,02",1,0,0,0,"-1,78478954115657","139,727876722843","-62,1262791909034","52,6349712432378","81,4255166632828","0,024850511676361","0,814255166632828","-0,621262791909034","0,526349712432378",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6124598,0,0,50,0,50,"0,02",1,0,0,0,"-1,81550898231185","137,882431707667","-60,185788464401","54,4155636292526","81,1380471675949","0,02407431538576","0,811380471675949","-0,60185788464401","0,544155636292526",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6178111,0,0,50,0,50,"0,02",1,0,0,0,"-1,86849448144772","136,160368204528","-58,1674394610122","55,8578554029734","80,644596989941","0,023266975784405","0,80644596989941","-0,581674394610122","0,558578554029734",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6232092,0,0,50,0,50,"0,02",1,0,0,0,"-1,93770897892718","134,056450314312","-55,6324871956144","57,4956553850939","80,0045249953506","0,022252994878246","0,800045249953506","-0,556324871956144","0,574956553850939",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6286545,0,0,50,0,50,"0,02",1,0,0,0,"-1,97983271298961","132,237349158865","-53,51912913633","58,9461117943143","79,617468429855","0,021407651654532","0,79617468429855","-0,5351912913633","0,589461117943143",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6341473,0,0,50,0,50,"0,02",1,0,0,0,"-2,07545554405425","130,455877846571","-51,0951589196929","59,9181166882439","78,7457679656163","0,020438063567877","0,787457679656164","-0,510951589196929","0,599181166882439",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6396882,0,0,50,0,50,"0,02",1,0,0,0,"-2,11347007960152","128,771688122433","-49,0967205570506","61,1258322083313","78,4018834762162","0,01963868822282","0,784018834762162","-0,490967205570505","0,611258322083313",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6452774,0,0,50,0,50,"0,02",1,0,0,0,"-2,14167316377478","126,814957747363","-46,8286661308517","62,5631122495766","78,1477254048248","0,018731466452341","0,781477254048248","-0,468286661308517","0,625631122495766",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6509155,0,0,50,0,50,"0,02",1,0,0,0,"-2,15988222083328","124,989142356679","-44,717717779707","63,8892843575076","77,9840684956869","0,017887087111883","0,779840684956869","-0,44717717779707","0,638892843575076",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6566029,0,0,50,0,50,"0,02",1,0,0,0,"-2,20439557903432","123,243572085385","-42,5322913861029","64,8884004464042","77,5854388596551","0,017012916554441","0,775854388596551","-0,425322913861029","0,648884004464042",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6623399,0,0,50,0,50,"0,02",1,0,0,0,"-2,27891805393139","121,538629027401","-40,2361713349503","65,560207314426","76,922625194451","0,01609446853398","0,76922625194451","-0,402361713349503","0,65560207314426",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6681271,0,0,50,0,50,"0,02",1,0,0,0,"-2,31343499498118","119,655952396939","-37,909653318063","66,5815806218473","76,6175482040457","0,015163861327225","0,766175482040457","-0,37909653318063","0,665815806218473",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6739648,0,0,50,0,50,"0,02",1,0,0,0,"-2,35125357172888","118,008224917897","-35,8231559508364","67,3502316463875","76,2846787048356","0,014329262380335","0,762846787048356","-0,358231559508364","0,673502316463875",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6798536,0,0,50,0,50,"0,02",1,0,0,0,"-2,37448404595931","115,909594101318","-33,2437447213904","68,4336243869254","76,0809273723169","0,013297497888556","0,76080927372317","-0,332437447213904","0,684336243869255",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6857938,0,0,50,0,50,"0,02",1,0,0,0,"-2,3964682609431","114,237356499835","-31,1536125327176","69,1992287167477","75,888608030662","0,012461445013087","0,75888608030662","-0,311536125327176","0,691992287167477",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6917859,0,0,50,0,50,"0,02",1,0,0,0,"-2,4376270417772","112,291445968585","-28,6498352400387","69,8852334699386","75,5298544711241","0,011459934096016","0,755298544711241","-0,286498352400387","0,698852334699386",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
6978303,0,0,50,0,50,"0,02",1,0,0,0,"-2,48816618519517","110,609046698754","-26,4314706921943","70,2860895632975","75,0916575196753","0,010572588276878","0,750916575196753","-0,264314706921943","0,702860895632975",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7039276,0,0,50,0,50,"0,02",1,0,0,0,"-2,46367988286298","108,665889043064","-24,1008577193216","71,3427487869293","75,3036463080101","0,009640343087729","0,753036463080101","-0,241008577193216","0,713427487869293",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7100781,0,0,50,0,50,"0,02",1,0,0,0,"-2,50845811012728","106,658717356786","-21,4763177582609","71,7721380233933","74,9164335837125","0,008590527103304","0,749164335837125","-0,214763177582609","0,717721380233933",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7162824,0,0,50,0,50,"0,02",1,0,0,0,"-2,49133978711652","104,925067186602","-19,3332089664423","72,5318209482973","75,0642259602801","0,007733283586577","0,750642259602801","-0,193332089664423","0,725318209482973",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7225409,0,0,50,0,50,"0,02",1,0,0,0,"-2,48022845084702","103,140170504114","-17,0865030319913","73,1923766363942","75,1603125562023","0,006834601212797","0,751603125562023","-0,170865030319913","0,731923766363942",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7288541,0,0,50,0,50,"0,02",1,0,0,0,"-2,47243425037542","101,283005901982","-14,7187139533587","73,7738397345044","75,2277872173118","0,005887485581343","0,752277872173118","-0,147187139533587","0,737738397345044",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7352224,0,0,50,0,50,"0,02",1,0,0,0,"-2,50086858027281","99,2773566843651","-12,0881208511245","74,0011217972652","74,9819224411128","0,00483524834045","0,749819224411128","-0,120881208511245","0,740011217972652",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7416464,0,0,50,0,50,"0,02",1,0,0,0,"-2,47745822726412","97,313407326733","-9,57071247774195","74,5726394584202","75,1842875415278","0,003828284991097","0,751842875415278","-0,09570712477742","0,745726394584202",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7481265,0,0,50,0,50,"0,02",1,0,0,0,"-2,50205175323538","95,4914593122457","-7,17459574505407","74,6276246818472","74,9717092626251","0,002869838298022","0,749717092626251","-0,071745957450541","0,746276246818472",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7546632,0,0,50,0,50,"0,02",1,0,0,0,"-2,45393160596364","93,538486738972","-4,6528842871788","75,2444852606633","75,3882079262536","0,001861153714872","0,753882079262536","-0,046528842871788","0,752444852606633",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7612571,0,0,50,0,50,"0,02",1,0,0,0,"-2,4394199917313","91,7517949933365","-2,30845803070499","75,4789723038846","75,5142651326894","0,000923383212282","0,755142651326894","-0,02308458030705","0,754789723038846",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7679085,0,0,50,0,50,"0,02",1,0,0,0,"-2,42864068754856","89,469417683777","0,700151296447285","75,6047956444681","75,6080375110986","-0,000280060518579","0,756080375110986","0,007001512964473","0,756047956444681",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7746181,0,0,50,0,50,"0,02",1,0,0,0,"-2,401965777407","87,6802710497695","3,06971224256137","75,7784413641804","75,8405914325347","-0,001227884897025","0,758405914325347","0,030697122425614","0,757784413641804",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7813863,0,0,50,0,50,"0,02",1,0,0,0,"-2,34142088525317","85,639097613678","5,80715332562704","76,1499800558165","76,3710841369206","-0,002322861330251","0,763710841369206","0,05807153325627","0,761499800558165",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7882136,0,0,50,0,50,"0,02",1,0,0,0,"-2,30947125585767","83,4147332608364","8,79064183621376","76,146788773609","76,6525200135339","-0,003516256734486","0,766525200135339","0,087906418362138","0,76146788773609",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
7951006,0,0,50,0,50,"0,02",1,0,0,0,"-2,2788276467406","81,2145977709997","11,7488264710735","76,020908445352","76,923425848723","-0,004699530588429","0,76923425848723","0,117488264710735","0,76020908445352",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8020478,0,0,50,0,50,"0,02",1,0,0,0,"-2,20519080023592","79,2363455358357","14,4883875740872","76,213416405036","77,5783359877251","-0,005795355029635","0,775783359877251","0,144883875740872","0,76213416405036",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8090557,0,0,50,0,50,"0,02",1,0,0,0,"-2,15731214552014","77,1308648741967","17,374140648945","76,0477098291821","78,0071466825496","-0,006949656259578","0,780071466825496","0,17374140648945","0,760477098291821",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8161248,0,0,50,0,50,"0,02",1,0,0,0,"-2,1132478684237","74,5754036193859","20,8530798718687","75,5798842987426","78,4038892578286","-0,008341231948747","0,784038892578286","0,208530798718687","0,755798842987426",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8232556,0,0,50,0,50,"0,02",1,0,0,0,"-2,04942739546837","72,4129707339147","23,8647626122744","75,290397067486","78,9820915468811","-0,00954590504491","0,789820915468811","0,238647626122744","0,75290397067486",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8304488,0,0,50,0,50,"0,02",1,0,0,0,"-2,02858344479553","69,9749451931914","27,1109001227229","74,3853609619303","79,1718563057664","-0,010844360049089","0,791718563057664","0,271109001227229","0,743853609619303",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8377048,0,0,50,0,50,"0,02",1,0,0,0,"-1,94629156310069","67,7203048158951","30,3020194879499","73,9586028190558","79,9255110461919","-0,01212080779518","0,799255110461919","0,303020194879499","0,739586028190558",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8450242,0,0,50,0,50,"0,02",1,0,0,0,"-1,90650912075338","65,0484420041947","33,8715058291648","72,7983083051307","80,2924193135566","-0,013548602331666","0,802924193135567","0,338715058291648","0,727983083051307",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8524076,0,0,50,0,50,"0,02",1,0,0,0,"-1,81144986099589","62,3661795035378","37,6509639836915","71,9162264446077","81,1759737541431","-0,015060385593477","0,811759737541431","0,376509639836915","0,719162264446077",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8598555,0,0,50,0,50,"0,02",1,0,0,0,"-1,75199950122454","59,8171256635299","41,0924578782799","70,6524785095032","81,7334864912418","-0,016436983151312","0,817334864912418","0,410924578782799","0,706524785095032",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8673684,0,0,50,0,50,"0,02",1,0,0,0,"-1,66715557066308","57,2211260149284","44,6847221547231","69,393294920249","82,5357726924117","-0,017873888861889","0,825357726924117","0,446847221547231","0,69393294920249",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8749470,0,0,50,0,50,"0,02",1,0,0,0,"-1,60666983834061","54,6763313811465","48,0552264135637","67,8114151741206","83,1125310261685","-0,019222090565426","0,831125310261685","0,480552264135637","0,678114151741206",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8825919,0,0,50,0,50,"0,02",1,0,0,0,"-1,54353123374981","51,8158609512603","51,7542470079725","65,8053927094462","83,7188855217667","-0,020701698803189","0,837188855217667","0,517542470079725","0,658053927094462",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8903035,0,0,50,0,50,"0,02",1,0,0,0,"-1,43748989017759","48,8574874461384","55,7580998646304","63,8210551210603","84,747228729201","-0,022303239945852","0,84747228729201","0,557580998646304","0,638210551210603",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
8980825,0,0,50,0,50,"0,02",1,0,0,0,"-1,38396912216737","46,0230254084998","59,2095845409751","61,3626500970009","85,2710368674021","-0,02368383381639","0,852710368674021","0,592095845409751","0,613626500970009",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9059294,0,0,50,0,50,"0,02",1,0,0,0,"-1,31699196605375","42,8267378656031","63,0229656890961","58,414559654606","85,9311060320447","-0,025209186275638","0,859311060320447","0,630229656890961","0,58414559654606",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9138450,0,0,50,0,50,"0,02",1,0,0,0,"-1,24712373011976","39,8411886126256","66,5127683355058","55,4974037961441","86,6251128701425","-0,026605107334202","0,866251128701425","0,665127683355058","0,554974037961441",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9218297,0,0,50,0,50,"0,02",1,0,0,0,"-1,17258049924966","36,7018543129209","70,0508416298341","52,2178149368522","87,3717380497117","-0,028020336651934","0,873717380497117","0,700508416298341","0,522178149368522",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9298841,0,0,50,0,50,"0,02",1,0,0,0,"-1,14313651740948","33,2556607429806","73,3111356229987","48,0752437986507","87,6684189011837","-0,0293244542492","0,876684189011837","0,733111356229987","0,480752437986507",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9380089,0,0,50,0,50,"0,02",1,0,0,0,"-1,0845618452314","30,1420317599367","76,3271758628503","44,3201564352892","88,2616227000556","-0,03053087034514","0,882616227000556","0,763271758628502","0,443201564352892",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9462048,0,0,50,0,50,"0,02",1,0,0,0,"-1,04781494969423","26,8965129766631","79,0476431578044","40,0971093634807","88,6358170725047","-0,031619057263122","0,886358170725047","0,790476431578044","0,400971093634807",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9544722,0,0,50,0,50,"0,02",1,0,0,0,"-1,01087462296698","23,3892059351201","81,6992834353316","35,3361647344029","89,0135801548478","-0,032679713374133","0,890135801548478","0,816992834353316","0,353361647344029",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9628119,0,0,50,0,50,"0,02",1,0,0,0,"-0,973908257659712","20,0345766483766","83,9836841907344","30,6249700803362","89,3932212344454","-0,033593473676294","0,893932212344454","0,839836841907344","0,306249700803362",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9712244,0,0,50,0,50,"0,02",1,0,0,0,"-0,986096520435659","16,3764881939415","85,6462509715736","25,1688770217601","89,267870345507","-0,034258500388629","0,89267870345507","0,856462509715736","0,251688770217601",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9797104,0,0,50,0,50,"0,02",1,0,0,0,"-0,970239611131777","12,8186486952207","87,2021148693184","19,841684303287","89,4309860935968","-0,034880845947727","0,894309860935968","0,872021148693184","0,19841684303287",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9882706,0,0,50,0,50,"0,02",1,0,0,0,"-0,993392515205425","9,24105129732534","88,0353245257794","14,3233489719637","89,1929183855531","-0,035214129810312","0,891929183855531","0,880353245257794","0,143233489719637",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
9969056,0,0,50,0,50,"0,02",1,0,0,0,"-0,994252117824218","5,56988435165662","88,763013913265","8,65618812035551","89,1840918086935","-0,035505205565306","0,891840918086934","0,88763013913265","0,086561881203555",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10056160,0,0,50,0,50,"0,02",1,0,0,0,"-1,04740659149596","1,97211442484109","88,5874823040916","3,05037610891581","88,6399842925504","-0,035434992921637","0,886399842925504","0,885874823040916","0,030503761089158",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10144026,0,0,50,0,50,"0,02",1,0,0,0,"-1,07894039421653","-1,52363383050529","88,2875377508406","-2,34833347014355","88,3187635341047","-0,035315015100336","0,883187635341047","0,882875377508406","-0,023483334701436",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10232659,0,0,50,0,50,"0,02",1,0,0,0,"-1,13327800440405","-5,32892816126286","87,3886403443888","-8,15130264270224","87,7679793319515","-0,034955456137756","0,877679793319515","0,873886403443888","-0,081513026427022",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10322066,0,0,50,0,50,"0,02",1,0,0,0,"-1,18731588930448","-8,9344822905384","86,16531851793","-13,5462622864355","87,2236397843453","-0,034466127407172","0,872236397843453","0,8616531851793","-0,135462622864355",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10412255,0,0,50,0,50,"0,02",1,0,0,0,"-1,24095090057996","-12,5503015414138","84,6153713848275","-18,8367286236896","86,6866969023207","-0,033846148553931","0,866866969023207","0,846153713848275","-0,188367286236896",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10503232,0,0,50,0,50,"0,02",1,0,0,0,"-1,35417128331316","-16,2242006548912","82,1565461755554","-23,906318113009","85,5640702936492","-0,032862618470222","0,855640702936492","0,821565461755554","-0,23906318113009",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10595003,0,0,50,0,50,"0,02",1,0,0,0,"-1,4125175685204","-19,7576352676821","79,9878805509038","-28,7306174579077","84,9912313979407","-0,031995152220362","0,849912313979406","0,799878805509038","-0,287306174579077",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10687577,0,0,50,0,50,"0,02",1,0,0,0,"-1,52929573278755","-23,2296358641659","77,0581059078691","-33,0743364557762","83,8562067953128","-0,030823242363148","0,838562067953128","0,770581059078691","-0,330743364557762",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10780959,0,0,50,0,50,"0,02",1,0,0,0,"-1,60253999235045","-26,7770664111504","74,2353480086097","-37,46168430835","83,1520576124119","-0,029694139203444","0,831520576124119","0,742353480086097","-0,3746168430835",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10875157,0,0,50,0,50,"0,02",1,0,0,0,"-1,66672514868682","-30,2759729721273","71,2820073012618","-41,6137523377484","82,5398627847454","-0,028512802920505","0,825398627847454","0,712820073012618","-0,416137523377483",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
10970179,0,0,50,0,50,"0,02",1,0,0,0,"-1,80657806147471","-33,7728801332381","67,5151982691939","-45,1512218413974","81,2215170450518","-0,027006079307678","0,812215170450518","0,675151982691939","-0,451512218413974",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11066030,0,0,50,0,50,"0,02",1,0,0,0,"-1,88130951531639","-37,1627788692842","64,1727457644396","-48,6440903207346","80,5257028660985","-0,025669098305776","0,805257028660985","0,641727457644396","-0,486440903207346",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11162719,0,0,50,0,50,"0,02",1,0,0,0,"-2,02897491529473","-40,6135369742977","60,0980354313382","-51,534881229455","79,1682881338255","-0,024039214172535","0,791682881338255","0,600980354313382","-0,51534881229455",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11260253,0,0,50,0,50,"0,02",1,0,0,0,"-2,11061532013114","-43,883951100194","56,526365033451","-54,3660486495645","78,4276557705364","-0,02261054601338","0,784276557705364","0,56526365033451","-0,543660486495645",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11358639,0,0,50,0,50,"0,02",1,0,0,0,"-2,16662979840946","-47,1686803454056","52,9756972889363","-57,145857248538","77,9235105980172","-0,021190278915575","0,779235105980172","0,529756972889363","-0,57145857248538",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11457885,0,0,50,0,50,"0,02",1,0,0,0,"-2,27316807161703","-50,5030234800977","48,9580733871812","-59,3972779556824","76,9735641524363","-0,019583229354873","0,769735641524363","0,489580733871812","-0,593972779556824",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11557998,0,0,50,0,50,"0,02",1,0,0,0,"-2,33871704834922","-53,7196339514898","45,2056639039573","-61,5842740206079","76,3948614478936","-0,018082265561583","0,763948614478936","0,452056639039573","-0,615842740206079",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11658985,0,0,50,0,50,"0,02",1,0,0,0,"-2,45011354750959","-57,1686531526137","40,8910450512394","-63,374308807331","75,4213536220972","-0,016356418020496","0,754213536220972","0,408910450512394","-0,63374308807331",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11760855,0,0,50,0,50,"0,02",1,0,0,0,"-2,46927741243485","-60,2765851729676","37,3125190937536","-65,3537375176828","75,2551333043262","-0,014925007637501","0,752551333043262","0,373125190937536","-0,653537375176828",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11863615,0,0,50,0,50,"0,02",1,0,0,0,"-2,53315910829661","-63,4604435288482","33,3787704065114","-66,8318691484398","74,7036883140637","-0,013351508162605","0,747036883140637","0,333787704065114","-0,668318691484398",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
11967273,0,0,50,0,50,"0,02",1,0,0,0,"-2,56899687635142","-66,7401450392527","29,379159152152","-68,3494284025426","74,3960977164917","-0,011751663660861","0,743960977164917","0,29379159152152","-0,683494284025426",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
12071837,0,0,50,0,50,"0,02",1,0,0,0,"-2,59273942406503","-69,7739879750731","25,6503238736069","-69,6179903736299","74,1930165075107","-0,010260129549443","0,741930165075107","0,256503238736069","-0,696179903736299",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
